step,elapsed_seconds,total_energy_eV,energy_per_atom_eV,maximum_force_eV_per_A,mean_force_eV_per_A,rms_force_eV_per_A,total_force_norm_eV_per_A,stress_xx_eV_per_A3,stress_yy_eV_per_A3,stress_zz_eV_per_A3,stress_yz_eV_per_A3,stress_xz_eV_per_A3,stress_xy_eV_per_A3,maximum_absolute_stress_eV_per_A3,volume_A3,volume_per_atom_A3,volume_change_percent,lattice_a_A,lattice_b_A,lattice_c_A,angle_alpha_deg,angle_beta_deg,angle_gamma_deg,maximum_internal_displacement_A,rms_internal_displacement_A,maximum_total_displacement_A,rms_total_displacement_A,force_converged,stress_converged,overall_converged,safety_status
22,18.608999999938533,-44.632831273317464,-5.579103909164683,0.01904548096473917,0.004797729377770699,0.009523017505030977,1.1358472383448947e-16,-0.003989919359637322,-0.0002712805283535134,-0.0009017976592830743,0.002920311431938694,-8.494506627748853e-18,5.284923973670032e-17,0.003989919359637322,93.21679885858556,11.652099857323195,3.147801283557272,3.7742382959219687,4.991005346432053,4.9910055414010595,97.47971534411924,90.0,90.0,0.03397985119888928,0.020790131947603714,0.05989629336148649,0.03858864265388114,False,False,False,PASS
23,19.468999999924563,-44.633298603122945,-5.579162325390368,0.013798273656318477,0.00623328325982049,0.008865343265517541,1.18484826616155e-16,-0.004126490216420195,-0.0004878410012451286,-0.0010929143671346369,0.0028023526664992787,-6.367775358812918e-19,1.735064013596355e-17,0.004126490216420195,93.20324859458103,11.650406074322628,3.132807420262318,3.7758046271801473,4.9900417859721395,4.990041872049374,97.55531260060408,90.0,90.0,0.03538003974811155,0.021322794778294442,0.060180275596805485,0.03904635522189437,False,False,False,PASS
24,20.375,-44.63386607599902,-5.579233259499878,0.020185052680340224,0.0067165654799965935,0.010631023178415324,1.518714253988974e-16,-0.003889912361846134,-0.00043539243602979457,-0.0010132066292132215,0.002675982007998021,1.6222547679603776e-17,-5.778423628922586e-18,0.003889912361846134,93.21241988056128,11.65155248507016,3.1429557840271016,3.7780364793272474,4.989331410966403,4.989331384156202,97.64452919438936,90.0,90.0,0.03645201797771043,0.021616346430920287,0.06066968677676526,0.03977824675088699,False,False,False,PASS
25,21.233999999938533,-44.634548064290556,-5.5793185080363195,0.02325158207951982,0.005886131592427436,0.011626711920078005,8.873185840504075e-17,-0.00320848567365076,-8.795203963690269e-05,-0.0006366413686951035,0.002540974551760783,-4.5110446525045107e-17,-5.926903894247532e-17,0.00320848567365076,93.24706464795506,11.655883080994382,3.1812914877457965,3.7810232996582633,4.988904256289913,4.988904118504427,97.74941099989422,90.0,90.0,0.03681387338814258,0.02155731633441583,0.06163393786136884,0.04084035893661126,False,False,False,PASS
26,22.030999999959022,-44.63531913290684,-5.579414891613355,0.01693479978858422,0.004888650467653122,0.008568120066474064,3.244447964470941e-16,-0.0020885500214365255,0.0005197722751418624,2.5949797198965356e-06,0.002394925796208088,1.5175764857502818e-17,1.0184742870421031e-17,0.002394925796208088,93.3049865630923,11.663123320386537,3.245384207788704,3.784785114638368,4.98870953955534,4.9887093012443895,97.87277766819123,90.0,90.0,0.0361656925206965,0.021068586779316043,0.0633675213015605,0.04231578803659258,False,False,False,PASS
27,22.780999999959022,-44.636082672199755,-5.579510334024969,0.0012116478943551149,0.0005053883213742833,0.0007287009937335631,1.5207894391231618e-16,-0.000686052830199319,0.0012507723661233172,0.0007692280995455778,0.0022298202447516525,2.4700792905640214e-17,5.99080489079301e-17,0.0022298202447516525,93.37530532487071,11.671913165608839,3.323194492579007,3.7892211440425525,4.988556936233982,4.98855662070823,98.01925009341944,90.0,90.0,0.03454574791355153,0.020202664601789676,0.06608615645337053,0.044368098297957244,True,False,False,PASS
28,23.546999999904074,-44.636763008554766,-5.579595376069346,0.01554112830373275,0.004493111898056486,0.007865077854310771,1.8388341343961518e-16,0.000567917124976289,0.0018012219656889667,0.0013633255873060285,0.002027641122626946,5.851693204354357e-17,-1.0169520178313964e-17,0.002027641122626946,93.43187331320905,11.678984164151132,3.385789043041787,3.79397115764337,4.988031750084619,4.988031398320239,98.194849854244,90.0,90.0,0.032826739492068185,0.019311639664266047,0.06974171278439353,0.047284257147785044,False,False,False,PASS
29,24.375,-44.63745689305142,-5.579682111631428,0.019714627031581715,0.005076280403951878,0.009861733772342587,1.0134601089145339e-16,0.001160447577471836,0.0018559909642082003,0.0014733662513125147,0.0017716786918319427,3.171000480674004e-17,4.665294410406838e-17,0.0018559909642082003,93.44577475794121,11.680721844742651,3.401171500671163,3.7984826388148805,4.986738906735675,4.986738568003273,98.39961666301708,90.0,90.0,0.03240605775799132,0.018919031161029557,0.07409648884715248,0.051351976808245096,False,False,False,PASS
30,24.843999999924563,-44.63821134067355,-5.579776417584194,0.007238852281458129,0.00337500773492112,0.004785479953492392,1.1940194029636424e-16,0.0008069805914138344,0.001230562429005848,0.0009190377025741109,0.0014424635802033454,-1.5609957856818555e-17,-5.80679470637309e-17,0.0014424635802033454,93.4007900425229,11.675098755315362,3.3513942658424334,3.8024035847116666,4.984492181841336,4.984491910160768,98.63375742139986,90.0,90.0,0.03386978222395801,0.01933349467955079,0.08430710222212884,0.05691716650354985,True,False,False,PASS
31,25.07799999997951,-44.63881153437259,-5.579851441796574,0.012424933132144725,0.0055981194024817965,0.007964463558316733,2.6839893916675677e-16,-0.00040864738947466155,-6.995627227896639e-05,-0.0002896414804859762,0.001017263823873264,-2.639204815671603e-17,-1.3252679243963566e-17,0.001017263823873264,93.30070706677844,11.662588383347305,3.24064878841388,3.8057431049756296,4.98143196217584,4.981431819579081,98.90187868691993,90.0,90.0,0.03618794220313427,0.020384391146241444,0.10119261772358308,0.06435876469440624,False,False,False,PASS
32,25.218999999924563,-44.639149665986565,-5.579893708248321,0.00784550157691052,0.0034893959834175563,0.00497265899048757,1.3755945200734134e-16,-0.0013102087998625926,-0.0012133920131160655,-0.0013292068963749514,0.0005364036167340891,1.472305727536672e-17,2.7925607942395735e-17,0.0013292068963749514,93.2181737797918,11.652271722473975,3.149322684217859,3.80950487364755,4.978839904324218,4.978839934093773,99.20112084667954,90.0,90.0,0.03638639335943706,0.02092446523931161,0.11748903748454236,0.07314841029573446,True,False,False,PASS
33,25.390999999945052,-44.639306722446335,-5.579913340305792,0.01837286247536227,0.005931555312592015,0.009568442612515856,2.743700919393837e-16,-0.0008531274611833609,-0.0010913442012540561,-0.0011067387634689104,7.151557057117921e-05,-1.530928523557113e-17,9.673569578371568e-18,0.0011067387634689104,93.23497755528513,11.65437219441064,3.167916677109961,3.814692300201478,4.9781814983414625,4.97818169192538,99.51953503432186,90.00000000000001,90.0,0.035436533402777984,0.020608323396405465,0.1323025907870985,0.08200739350076505,False,False,False,PASS
34,25.515999999945052,-44.639280982911714,-5.579910122863964,0.007496331098762014,0.002584656191534273,0.004008539352110402,2.9385371642999075e-16,0.0006148686007560159,0.0002255978904532953,0.0003028567540184644,-0.0003574905755803338,-6.13278086966576e-17,-3.322193953658472e-17,0.0006148686007560159,93.33630626034235,11.667038282542794,3.280040599638334,3.820900208638465,4.979234855986257,4.9792351462654025,99.84296002516471,90.00000000000001,90.0,0.03554655046017107,0.01983038122876221,0.14707589322380946,0.09026947433747734,True,True,True,PASS
